it,00,01,10,11
100,0.933363,-0.031384,-0.031384,0.960669
101,0.91997,-0.0344163,-0.0344163,0.948622
102,0.94673,-0.0395823,-0.0395823,0.977692
103,0.945896,-0.0281047,-0.0281047,0.955103
104,0.969785,0.00378293,0.00378293,0.945495
105,0.965749,-0.00851033,-0.00851033,0.921553
106,0.946471,-0.0296039,-0.0296039,0.926614
107,0.970286,-0.0267659,-0.0267659,0.960161
108,0.944054,-0.0311589,-0.0311589,0.94708
109,0.915966,-0.00817939,-0.00817939,0.959581
110,0.958645,-0.020538,-0.020538,0.953369
111,0.963479,-0.0285293,-0.0285293,0.942682
112,0.972019,-0.0145706,-0.0145706,0.948221
113,0.970672,-0.0330564,-0.0330564,0.950362
114,0.956064,-0.0230302,-0.0230302,0.950699
115,0.948111,-0.0239604,-0.0239604,0.935615
116,0.940213,-0.0343354,-0.0343354,0.949633
117,0.952335,-0.0200132,-0.0200132,0.957767
118,0.951503,-0.0402821,-0.0402821,0.964891
119,0.961732,-0.0328635,-0.0328635,0.934135
120,0.967583,-0.0276529,-0.0276529,0.943065
121,0.946531,-0.0274897,-0.0274897,0.947428
122,0.939103,-0.0219264,-0.0219264,0.95538
123,0.955456,-0.0251682,-0.0251682,0.956008
124,0.946162,-0.0315355,-0.0315355,0.94172
125,0.950063,-0.0306144,-0.0306144,0.930304
126,0.951089,-0.0167015,-0.0167015,0.90783
127,0.960405,-0.0371314,-0.0371314,0.92213
128,0.947755,-0.0391738,-0.0391738,0.93303
129,0.976184,-0.0328387,-0.0328387,0.94599
130,0.930053,-0.0312592,-0.0312592,0.947596
131,0.939967,-0.0251541,-0.0251541,0.938025
132,0.92223,-0.0403967,-0.0403967,0.912082
133,0.934103,-0.0184339,-0.0184339,0.921771
134,0.945149,-0.0147829,-0.0147829,0.93923
135,0.934896,-0.0205579,-0.0205579,0.983928
136,0.948874,-0.0194851,-0.0194851,0.963306
137,0.926603,-0.0154978,-0.0154978,0.956412
138,0.928667,-0.0237763,-0.0237763,0.971012
139,0.947573,-0.0289167,-0.0289167,0.942434
140,0.956877,-0.015498,-0.015498,0.929452
141,0.949658,-0.0326929,-0.0326929,0.930591
142,0.944737,-0.0266858,-0.0266858,0.940707
143,0.962646,-0.0178276,-0.0178276,0.941883
144,0.944846,-0.0164552,-0.0164552,0.938238
145,0.929233,-0.0171494,-0.0171494,0.925942
146,0.945866,-0.0299677,-0.0299677,0.939807
147,0.948195,-0.0217852,-0.0217852,0.932963
148,0.961551,-0.0171342,-0.0171342,0.938763
149,0.926169,-0.0261366,-0.0261366,0.943848
150,0.946341,-0.0353238,-0.0353238,0.912234
151,0.924087,-0.0264725,-0.0264725,0.923241
152,0.944691,-0.0298695,-0.0298695,0.951305
153,0.929275,-0.0280733,-0.0280733,0.925102
154,0.951162,-0.0271896,-0.0271896,0.935938
155,0.939884,-0.0394627,-0.0394627,0.930407
156,0.958079,-0.0307843,-0.0307843,0.960293
157,0.941524,-0.0207471,-0.0207471,0.945104
158,0.919128,-0.0349321,-0.0349321,0.938952
159,0.930651,-0.013959,-0.013959,0.941069
160,0.932647,-0.0333328,-0.0333328,0.945648
161,0.923175,-0.0353541,-0.0353541,0.938393
162,0.944931,-0.0325738,-0.0325738,0.936503
163,0.931695,-0.0252302,-0.0252302,0.937866
164,0.942951,-0.023063,-0.023063,0.940378
165,0.909521,-0.032217,-0.032217,0.946288
