it,00,01,10,11
100,9.82802e-05,-2.4522e-06,-2.4522e-06,9.69141e-05
101,9.75186e-05,-3.10992e-06,-3.10992e-06,9.77089e-05
102,9.76272e-05,-2.13819e-06,-2.13819e-06,9.65828e-05
103,9.78378e-05,-1.92848e-06,-1.92848e-06,9.58535e-05
104,9.84926e-05,-9.85053e-07,-9.85053e-07,9.59853e-05
105,9.86099e-05,-5.65583e-07,-5.65583e-07,9.50883e-05
106,9.63741e-05,-3.1341e-06,-3.1341e-06,9.40458e-05
107,9.94075e-05,-2.08959e-06,-2.08959e-06,9.6721e-05
108,9.81795e-05,-3.11569e-06,-3.11569e-06,9.43335e-05
109,9.7959e-05,-9.83323e-07,-9.83323e-07,9.55972e-05
110,9.80646e-05,-3.42603e-06,-3.42603e-06,9.65241e-05
111,9.73253e-05,-2.44835e-06,-2.44835e-06,9.5762e-05
112,9.8926e-05,-1.73174e-06,-1.73174e-06,9.73041e-05
113,9.60095e-05,-3.56128e-06,-3.56128e-06,9.72216e-05
114,9.96434e-05,-3.57817e-06,-3.57817e-06,9.51065e-05
115,9.67402e-05,-2.66301e-06,-2.66301e-06,9.60272e-05
116,9.6541e-05,-2.84897e-06,-2.84897e-06,9.60498e-05
117,9.68093e-05,-1.83911e-06,-1.83911e-06,9.58287e-05
118,0.000100354,-2.27389e-06,-2.27389e-06,9.66623e-05
119,9.8749e-05,-1.4281e-06,-1.4281e-06,9.54819e-05
120,9.81769e-05,-3.44606e-06,-3.44606e-06,9.68725e-05
121,9.73886e-05,-2.08196e-06,-2.08196e-06,9.43519e-05
122,9.65399e-05,-1.75418e-06,-1.75418e-06,9.5754e-05
123,9.6531e-05,-3.86245e-06,-3.86245e-06,9.65791e-05
124,9.55543e-05,-4.87154e-06,-4.87154e-06,9.607e-05
125,9.83566e-05,-3.95255e-06,-3.95255e-06,9.73142e-05
126,9.90051e-05,-8.89933e-07,-8.89933e-07,9.43228e-05
127,9.75167e-05,-3.23011e-06,-3.23011e-06,9.73063e-05
128,9.79137e-05,-2.51681e-06,-2.51681e-06,9.65411e-05
129,9.70867e-05,-3.0722e-06,-3.0722e-06,9.6096e-05
130,9.68385e-05,-2.81837e-06,-2.81837e-06,9.85649e-05
131,9.63696e-05,-3.23629e-06,-3.23629e-06,9.43204e-05
132,9.76503e-05,-3.48495e-06,-3.48495e-06,9.65111e-05
133,9.6932e-05,-1.8506e-06,-1.8506e-06,9.71141e-05
134,9.81012e-05,-3.26731e-06,-3.26731e-06,9.51864e-05
135,9.72106e-05,-2.05538e-06,-2.05538e-06,9.71157e-05
136,9.67821e-05,-2.67969e-06,-2.67969e-06,9.46277e-05
137,9.71855e-05,-3.03995e-06,-3.03995e-06,9.69675e-05
138,9.76939e-05,-2.14037e-06,-2.14037e-06,9.71596e-05
