it,00_0,01_0,10_0,11_0
343,2.26281e-05,-1.62046e-06,-1.62046e-06,2.17872e-05
344,2.30179e-05,-1.56622e-06,-1.56622e-06,2.16628e-05
345,2.32618e-05,-1.619e-06,-1.619e-06,2.18562e-05
346,2.28572e-05,-1.74609e-06,-1.74609e-06,2.1734e-05
347,2.31188e-05,-1.66073e-06,-1.66073e-06,2.21153e-05
348,2.32938e-05,-1.53945e-06,-1.53945e-06,2.15886e-05
349,2.29796e-05,-1.5872e-06,-1.5872e-06,2.19179e-05
350,2.27754e-05,-1.86009e-06,-1.86009e-06,2.20121e-05
351,2.34539e-05,-1.5933e-06,-1.5933e-06,2.14751e-05
352,2.28977e-05,-1.95871e-06,-1.95871e-06,2.17119e-05
353,2.32105e-05,-1.8333e-06,-1.8333e-06,2.18115e-05
354,2.29634e-05,-2.0428e-06,-2.0428e-06,2.13561e-05
355,2.293e-05,-1.8134e-06,-1.8134e-06,2.17405e-05
356,2.2768e-05,-1.7673e-06,-1.7673e-06,2.18954e-05
357,2.27734e-05,-1.89966e-06,-1.89966e-06,2.1586e-05
358,2.29488e-05,-1.79086e-06,-1.79086e-06,2.16526e-05
359,2.30692e-05,-2.09278e-06,-2.09278e-06,2.20394e-05
360,2.22859e-05,-1.87273e-06,-1.87273e-06,2.15927e-05
361,2.29924e-05,-2.28709e-06,-2.28709e-06,2.20623e-05
362,2.33081e-05,-1.87868e-06,-1.87868e-06,2.19679e-05
363,2.29722e-05,-1.8768e-06,-1.8768e-06,2.13995e-05
364,2.30705e-05,-2.05565e-06,-2.05565e-06,2.17382e-05
365,2.28413e-05,-2.1487e-06,-2.1487e-06,2.17712e-05
366,2.31194e-05,-1.88868e-06,-1.88868e-06,2.14418e-05
367,2.30875e-05,-2.09917e-06,-2.09917e-06,2.19232e-05
368,2.26967e-05,-1.93272e-06,-1.93272e-06,2.15121e-05
369,2.26612e-05,-1.84888e-06,-1.84888e-06,2.20303e-05
370,2.32315e-05,-1.99282e-06,-1.99282e-06,2.16285e-05
371,2.32113e-05,-1.93365e-06,-1.93365e-06,2.16053e-05
372,2.31369e-05,-2.0839e-06,-2.0839e-06,2.11003e-05
373,2.29515e-05,-2.173e-06,-2.173e-06,2.15796e-05
374,2.3037e-05,-2.35188e-06,-2.35188e-06,2.15886e-05
375,2.30666e-05,-2.02919e-06,-2.02919e-06,2.1228e-05
376,2.28628e-05,-1.90008e-06,-1.90008e-06,2.14397e-05
377,2.34083e-05,-2.32606e-06,-2.32606e-06,2.163e-05
378,2.2767e-05,-2.19645e-06,-2.19645e-06,2.13695e-05
379,2.27677e-05,-2.11373e-06,-2.11373e-06,2.15985e-05
380,2.27131e-05,-1.70353e-06,-1.70353e-06,2.15846e-05
381,2.29142e-05,-2.33525e-06,-2.33525e-06,2.13834e-05
382,2.311e-05,-2.24195e-06,-2.24195e-06,2.18115e-05
383,2.31479e-05,-2.28858e-06,-2.28858e-06,2.18334e-05
384,2.27225e-05,-2.37278e-06,-2.37278e-06,2.18677e-05
385,2.33198e-05,-2.06208e-06,-2.06208e-06,2.14982e-05
386,2.26962e-05,-1.82276e-06,-1.82276e-06,2.17731e-05
387,2.2871e-05,-1.88452e-06,-1.88452e-06,2.11731e-05
388,2.30052e-05,-2.04587e-06,-2.04587e-06,2.15725e-05
389,2.28856e-05,-2.3336e-06,-2.3336e-06,2.12513e-05
390,2.34547e-05,-2.30157e-06,-2.30157e-06,2.14232e-05
391,2.28503e-05,-2.15784e-06,-2.15784e-06,2.14107e-05
392,2.27341e-05,-1.9364e-06,-1.9364e-06,2.14499e-05
393,2.29434e-05,-2.102e-06,-2.102e-06,2.1135e-05
394,2.32145e-05,-2.50676e-06,-2.50676e-06,2.17502e-05
395,2.30329e-05,-2.2791e-06,-2.2791e-06,2.10063e-05
396,2.29047e-05,-2.04977e-06,-2.04977e-06,2.14823e-05
397,2.27446e-05,-2.30221e-06,-2.30221e-06,2.14785e-05
398,2.28155e-05,-2.18182e-06,-2.18182e-06,2.10496e-05
399,2.31526e-05,-2.24507e-06,-2.24507e-06,2.1338e-05
400,2.27576e-05,-2.12842e-06,-2.12842e-06,2.12849e-05
401,2.25605e-05,-2.2112e-06,-2.2112e-06,2.10875e-05
402,2.2917e-05,-2.41229e-06,-2.41229e-06,2.10824e-05
403,2.2546e-05,-2.30334e-06,-2.30334e-06,2.11328e-05
404,2.27e-05,-2.52386e-06,-2.52386e-06,2.13266e-05
405,2.23188e-05,-1.88462e-06,-1.88462e-06,2.09119e-05
406,2.28276e-05,-2.3076e-06,-2.3076e-06,2.09363e-05
407,2.30278e-05,-2.37406e-06,-2.37406e-06,2.09689e-05
408,2.26826e-05,-2.3145e-06,-2.3145e-06,2.10719e-05
409,2.26373e-05,-2.45624e-06,-2.45624e-06,2.15821e-05
410,2.27928e-05,-2.07856e-06,-2.07856e-06,2.12649e-05
411,2.29547e-05,-2.3841e-06,-2.3841e-06,2.1444e-05
412,2.23847e-05,-2.7145e-06,-2.7145e-06,2.11296e-05
413,2.26896e-05,-2.41309e-06,-2.41309e-06,2.09832e-05
414,2.29576e-05,-2.34845e-06,-2.34845e-06,2.1031e-05
415,2.25479e-05,-2.16605e-06,-2.16605e-06,2.09472e-05
416,2.2617e-05,-2.07877e-06,-2.07877e-06,2.10507e-05
417,2.25573e-05,-2.39152e-06,-2.39152e-06,2.12571e-05
418,2.29836e-05,-2.23958e-06,-2.23958e-06,2.09412e-05
419,2.24122e-05,-2.41507e-06,-2.41507e-06,2.1065e-05
420,2.32024e-05,-2.53614e-06,-2.53614e-06,2.11209e-05
421,2.27141e-05,-2.45042e-06,-2.45042e-06,2.10057e-05
422,2.28793e-05,-2.48065e-06,-2.48065e-06,2.07976e-05
423,2.26494e-05,-2.42656e-06,-2.42656e-06,2.12111e-05
424,2.25438e-05,-2.27117e-06,-2.27117e-06,2.08085e-05
425,2.26892e-05,-2.46634e-06,-2.46634e-06,2.11834e-05
426,2.29709e-05,-2.51153e-06,-2.51153e-06,2.11881e-05
427,2.25858e-05,-2.61982e-06,-2.61982e-06,2.12285e-05
428,2.26236e-05,-2.47932e-06,-2.47932e-06,2.08026e-05
429,2.26256e-05,-2.33286e-06,-2.33286e-06,2.09383e-05
430,2.31315e-05,-2.51437e-06,-2.51437e-06,2.1142e-05
431,2.27642e-05,-2.57629e-06,-2.57629e-06,2.09408e-05
432,2.28437e-05,-2.56095e-06,-2.56095e-06,2.11773e-05
433,2.29273e-05,-2.38981e-06,-2.38981e-06,2.11305e-05
434,2.27057e-05,-2.57254e-06,-2.57254e-06,2.14775e-05
435,2.27547e-05,-2.5176e-06,-2.5176e-06,2.10103e-05
436,2.27162e-05,-2.39033e-06,-2.39033e-06,2.09635e-05
437,2.28349e-05,-2.42247e-06,-2.42247e-06,2.09027e-05
438,2.25823e-05,-2.66728e-06,-2.66728e-06,2.07784e-05
439,2.27541e-05,-2.432e-06,-2.432e-06,2.0854e-05
440,2.28775e-05,-2.53699e-06,-2.53699e-06,2.10017e-05
441,2.28591e-05,-2.67203e-06,-2.67203e-06,2.10798e-05
442,2.3059e-05,-2.55657e-06,-2.55657e-06,2.11853e-05
443,2.30133e-05,-2.90791e-06,-2.90791e-06,2.08872e-05
444,2.26766e-05,-3.07764e-06,-3.07764e-06,2.12161e-05
445,2.27815e-05,-2.6494e-06,-2.6494e-06,2.07147e-05
446,2.27734e-05,-2.84639e-06,-2.84639e-06,2.09755e-05
447,2.24522e-05,-3.01852e-06,-3.01852e-06,2.09381e-05
448,2.2555e-05,-2.70175e-06,-2.70175e-06,2.10664e-05
449,2.2397e-05,-2.49578e-06,-2.49578e-06,2.09583e-05
450,2.24665e-05,-3.0642e-06,-3.0642e-06,2.14866e-05
451,2.27773e-05,-2.7253e-06,-2.7253e-06,2.09095e-05
452,2.30635e-05,-2.68174e-06,-2.68174e-06,2.03612e-05
453,2.27137e-05,-2.88234e-06,-2.88234e-06,2.07963e-05
454,2.30405e-05,-2.54433e-06,-2.54433e-06,2.0863e-05
455,2.25746e-05,-2.77557e-06,-2.77557e-06,2.10233e-05
456,2.25348e-05,-2.67565e-06,-2.67565e-06,2.10668e-05
457,2.3044e-05,-2.85589e-06,-2.85589e-06,2.05349e-05
458,2.22056e-05,-2.61338e-06,-2.61338e-06,2.07309e-05
459,2.23766e-05,-2.57429e-06,-2.57429e-06,2.06546e-05
460,2.2787e-05,-2.86448e-06,-2.86448e-06,2.12173e-05
461,2.26319e-05,-2.97795e-06,-2.97795e-06,2.07912e-05
462,2.24465e-05,-2.76852e-06,-2.76852e-06,2.05707e-05
463,2.25012e-05,-2.69097e-06,-2.69097e-06,2.05433e-05
464,2.24541e-05,-2.86954e-06,-2.86954e-06,2.06494e-05
465,2.20856e-05,-2.82301e-06,-2.82301e-06,2.07718e-05
466,2.26016e-05,-3.07978e-06,-3.07978e-06,2.08227e-05
467,2.2104e-05,-2.41188e-06,-2.41188e-06,2.06821e-05
468,2.22868e-05,-2.72352e-06,-2.72352e-06,2.08711e-05
469,2.28168e-05,-2.76369e-06,-2.76369e-06,2.05817e-05
470,2.29748e-05,-2.90225e-06,-2.90225e-06,2.04145e-05
471,2.25027e-05,-3.05953e-06,-3.05953e-06,2.09546e-05
472,2.26646e-05,-2.86779e-06,-2.86779e-06,2.09218e-05
473,2.29587e-05,-3.09585e-06,-3.09585e-06,2.05575e-05
474,2.26664e-05,-2.67637e-06,-2.67637e-06,2.04355e-05
475,2.26134e-05,-2.91646e-06,-2.91646e-06,2.05576e-05
476,2.24197e-05,-2.74289e-06,-2.74289e-06,2.04925e-05
477,2.26459e-05,-3.10181e-06,-3.10181e-06,2.07127e-05
478,2.23116e-05,-2.82769e-06,-2.82769e-06,2.0486e-05
479,2.29381e-05,-3.34871e-06,-3.34871e-06,2.07597e-05
480,2.22224e-05,-2.85836e-06,-2.85836e-06,2.07124e-05
481,2.24367e-05,-3.26517e-06,-3.26517e-06,2.09147e-05
482,2.24452e-05,-2.96779e-06,-2.96779e-06,2.04654e-05
483,2.26859e-05,-2.98008e-06,-2.98008e-06,2.05928e-05
484,2.27363e-05,-2.95769e-06,-2.95769e-06,2.07968e-05
485,2.2371e-05,-3.01696e-06,-3.01696e-06,2.06902e-05
486,2.24721e-05,-3.2413e-06,-3.2413e-06,2.05709e-05
487,2.20367e-05,-2.66983e-06,-2.66983e-06,2.037e-05
488,2.25584e-05,-3.07003e-06,-3.07003e-06,2.02931e-05
489,2.244e-05,-3.17331e-06,-3.17331e-06,2.02525e-05
490,2.27271e-05,-3.21136e-06,-3.21136e-06,2.06391e-05
491,2.2611e-05,-2.99372e-06,-2.99372e-06,2.06176e-05
492,2.24541e-05,-3.10468e-06,-3.10468e-06,2.01527e-05
493,2.29475e-05,-3.29035e-06,-3.29035e-06,2.07262e-05
494,2.25448e-05,-2.85941e-06,-2.85941e-06,2.03542e-05
495,2.25096e-05,-2.99431e-06,-2.99431e-06,2.0414e-05
496,2.28797e-05,-3.4448e-06,-3.4448e-06,2.03017e-05
497,2.22267e-05,-2.92796e-06,-2.92796e-06,2.02022e-05
498,2.24858e-05,-3.0875e-06,-3.0875e-06,2.03931e-05
499,2.24765e-05,-3.17704e-06,-3.17704e-06,2.02754e-05
500,2.26058e-05,-2.92268e-06,-2.92268e-06,2.07044e-05
501,2.26113e-05,-3.3005e-06,-3.3005e-06,2.02629e-05
502,2.27952e-05,-3.25143e-06,-3.25143e-06,2.0167e-05
503,2.23422e-05,-3.35159e-06,-3.35159e-06,2.05179e-05
504,2.22082e-05,-3.16075e-06,-3.16075e-06,2.04672e-05
505,2.23769e-05,-3.18516e-06,-3.18516e-06,2.02262e-05
506,2.26735e-05,-3.06078e-06,-3.06078e-06,2.04431e-05
507,2.25771e-05,-3.64047e-06,-3.64047e-06,2.04693e-05
508,2.25878e-05,-2.86625e-06,-2.86625e-06,2.05021e-05
509,2.23006e-05,-3.46317e-06,-3.46317e-06,2.03843e-05
510,2.26913e-05,-3.33145e-06,-3.33145e-06,2.02332e-05
511,2.25076e-05,-3.47374e-06,-3.47374e-06,2.03268e-05
512,2.25154e-05,-3.18529e-06,-3.18529e-06,2.03208e-05
513,2.20634e-05,-3.44934e-06,-3.44934e-06,2.03486e-05
514,2.27578e-05,-3.2713e-06,-3.2713e-06,2.02946e-05
515,2.22659e-05,-3.52901e-06,-3.52901e-06,2.01812e-05
516,2.22336e-05,-3.16608e-06,-3.16608e-06,2.01689e-05
517,2.2329e-05,-3.29003e-06,-3.29003e-06,2.00725e-05
518,2.2188e-05,-3.42446e-06,-3.42446e-06,2.05901e-05
519,2.24703e-05,-3.29572e-06,-3.29572e-06,2.05078e-05
520,2.22627e-05,-3.38185e-06,-3.38185e-06,2.03451e-05
521,2.26869e-05,-3.27777e-06,-3.27777e-06,1.98104e-05
522,2.246e-05,-3.18118e-06,-3.18118e-06,2.02454e-05
523,2.26841e-05,-3.4504e-06,-3.4504e-06,2.02442e-05
524,2.3143e-05,-3.46189e-06,-3.46189e-06,2.01506e-05
525,2.19676e-05,-3.21301e-06,-3.21301e-06,2.0031e-05
526,2.21778e-05,-3.51247e-06,-3.51247e-06,2.02749e-05
527,2.19144e-05,-3.39905e-06,-3.39905e-06,2.0551e-05
528,2.23329e-05,-3.2612e-06,-3.2612e-06,2.0252e-05
529,2.2159e-05,-3.14696e-06,-3.14696e-06,1.9956e-05
530,2.21939e-05,-3.46732e-06,-3.46732e-06,2.00775e-05
531,2.26641e-05,-3.42094e-06,-3.42094e-06,2.01227e-05
532,2.22092e-05,-3.50394e-06,-3.50394e-06,2.02559e-05
533,2.25388e-05,-3.67448e-06,-3.67448e-06,2.02256e-05
534,2.22367e-05,-3.38368e-06,-3.38368e-06,2.02322e-05
535,2.21309e-05,-3.18107e-06,-3.18107e-06,1.99041e-05
536,2.24729e-05,-3.09054e-06,-3.09054e-06,2.02172e-05
537,2.22055e-05,-3.74346e-06,-3.74346e-06,2.0102e-05
538,2.21892e-05,-3.3805e-06,-3.3805e-06,2.0004e-05
539,2.22571e-05,-3.52091e-06,-3.52091e-06,2.00014e-05
540,2.25138e-05,-3.7832e-06,-3.7832e-06,2.02463e-05
541,2.22775e-05,-3.5439e-06,-3.5439e-06,2.03605e-05
542,2.21862e-05,-3.48496e-06,-3.48496e-06,2.00307e-05
543,2.23974e-05,-3.47787e-06,-3.47787e-06,2.01264e-05
544,2.24404e-05,-3.42959e-06,-3.42959e-06,2.02548e-05
545,2.28866e-05,-3.66913e-06,-3.66913e-06,1.98046e-05
546,2.22528e-05,-3.25233e-06,-3.25233e-06,2.03527e-05
547,2.27038e-05,-3.52568e-06,-3.52568e-06,2.00346e-05
548,2.26264e-05,-3.63141e-06,-3.63141e-06,2.01907e-05
549,2.24559e-05,-3.48997e-06,-3.48997e-06,2.01238e-05
550,2.24756e-05,-3.83408e-06,-3.83408e-06,2.01456e-05
551,2.21412e-05,-3.38216e-06,-3.38216e-06,2.02321e-05
552,2.20522e-05,-3.59605e-06,-3.59605e-06,1.99059e-05
553,2.26248e-05,-3.22475e-06,-3.22475e-06,1.97686e-05
554,2.22711e-05,-3.50178e-06,-3.50178e-06,1.99724e-05
555,2.21032e-05,-3.52123e-06,-3.52123e-06,2.02239e-05
556,2.24479e-05,-3.57874e-06,-3.57874e-06,2.0287e-05
557,2.23303e-05,-3.65619e-06,-3.65619e-06,1.98747e-05
558,2.26041e-05,-3.68551e-06,-3.68551e-06,1.98498e-05
559,2.24433e-05,-3.56608e-06,-3.56608e-06,1.96918e-05
560,2.21119e-05,-3.89277e-06,-3.89277e-06,1.9862e-05
561,2.20896e-05,-3.63067e-06,-3.63067e-06,1.99131e-05
562,2.24908e-05,-3.51314e-06,-3.51314e-06,2.03303e-05
563,2.22891e-05,-3.78161e-06,-3.78161e-06,2.00863e-05
564,2.20441e-05,-3.5717e-06,-3.5717e-06,1.97971e-05
565,2.25043e-05,-3.75465e-06,-3.75465e-06,2.02047e-05
566,2.26752e-05,-3.73026e-06,-3.73026e-06,2.00373e-05
567,2.28143e-05,-3.7602e-06,-3.7602e-06,1.99008e-05
568,2.23621e-05,-3.64437e-06,-3.64437e-06,1.99807e-05
569,2.20648e-05,-3.9352e-06,-3.9352e-06,2.00315e-05
570,2.22029e-05,-3.69842e-06,-3.69842e-06,2.0159e-05
571,2.23232e-05,-3.92637e-06,-3.92637e-06,2.00451e-05
572,2.27969e-05,-4.10277e-06,-4.10277e-06,2.00713e-05
573,2.25716e-05,-3.7589e-06,-3.7589e-06,1.96919e-05
574,2.20424e-05,-3.77136e-06,-3.77136e-06,1.98034e-05
575,2.24112e-05,-3.49949e-06,-3.49949e-06,1.96562e-05
576,2.2479e-05,-3.60153e-06,-3.60153e-06,1.97502e-05
577,2.21318e-05,-3.80846e-06,-3.80846e-06,1.98395e-05
578,2.20711e-05,-3.67456e-06,-3.67456e-06,1.98492e-05
579,2.15867e-05,-3.67428e-06,-3.67428e-06,1.95564e-05
580,2.23852e-05,-3.77005e-06,-3.77005e-06,1.95746e-05
581,2.24011e-05,-3.88754e-06,-3.88754e-06,1.95984e-05
582,2.23274e-05,-3.82936e-06,-3.82936e-06,1.98634e-05
583,2.27449e-05,-4.19658e-06,-4.19658e-06,2.00241e-05
584,2.2214e-05,-4.06741e-06,-4.06741e-06,1.99808e-05
585,2.25261e-05,-3.88403e-06,-3.88403e-06,1.97311e-05
586,2.21147e-05,-3.93308e-06,-3.93308e-06,1.98149e-05
587,2.21805e-05,-3.70481e-06,-3.70481e-06,1.97618e-05
588,2.20916e-05,-3.98037e-06,-3.98037e-06,1.94874e-05
589,2.19902e-05,-4.01488e-06,-4.01488e-06,1.98666e-05
590,2.26234e-05,-3.96946e-06,-3.96946e-06,1.98124e-05
591,2.25894e-05,-4.3714e-06,-4.3714e-06,1.98436e-05
592,2.23567e-05,-3.91439e-06,-3.91439e-06,1.96468e-05
593,2.22686e-05,-3.68232e-06,-3.68232e-06,1.96889e-05
594,2.24131e-05,-3.78922e-06,-3.78922e-06,1.96385e-05
595,2.21561e-05,-3.95394e-06,-3.95394e-06,1.99909e-05
596,2.23335e-05,-4.0673e-06,-4.0673e-06,1.98444e-05
597,2.20901e-05,-4.08528e-06,-4.08528e-06,1.96234e-05
598,2.22583e-05,-4.1696e-06,-4.1696e-06,1.95678e-05
599,2.22487e-05,-4.12428e-06,-4.12428e-06,1.92849e-05
600,2.22876e-05,-3.96221e-06,-3.96221e-06,1.9694e-05
601,2.2188e-05,-3.84471e-06,-3.84471e-06,1.97192e-05
602,2.23174e-05,-3.95726e-06,-3.95726e-06,1.97535e-05
603,2.18519e-05,-4.23299e-06,-4.23299e-06,1.95243e-05
604,2.22123e-05,-4.2688e-06,-4.2688e-06,2.00563e-05
605,2.17897e-05,-3.82859e-06,-3.82859e-06,1.9333e-05
606,2.2254e-05,-4.09547e-06,-4.09547e-06,1.96702e-05
607,2.17195e-05,-4.04428e-06,-4.04428e-06,1.95512e-05
608,2.20719e-05,-3.89232e-06,-3.89232e-06,1.94134e-05
609,2.2493e-05,-3.96009e-06,-3.96009e-06,1.92838e-05
610,2.21488e-05,-3.88028e-06,-3.88028e-06,1.95725e-05
611,2.23423e-05,-3.95956e-06,-3.95956e-06,1.96095e-05
612,2.24695e-05,-4.31744e-06,-4.31744e-06,1.9637e-05
613,2.18365e-05,-4.13275e-06,-4.13275e-06,1.97956e-05
614,2.21716e-05,-4.35011e-06,-4.35011e-06,1.97264e-05
615,2.19479e-05,-4.02096e-06,-4.02096e-06,1.96402e-05
616,2.21056e-05,-4.26985e-06,-4.26985e-06,1.95896e-05
617,2.22052e-05,-4.25108e-06,-4.25108e-06,1.94934e-05
618,2.22228e-05,-4.44256e-06,-4.44256e-06,1.99113e-05
619,2.21177e-05,-3.898e-06,-3.898e-06,1.91418e-05
620,2.15301e-05,-4.04257e-06,-4.04257e-06,1.94594e-05
621,2.21462e-05,-4.0011e-06,-4.0011e-06,1.92754e-05
622,2.18074e-05,-4.22656e-06,-4.22656e-06,1.96806e-05
623,2.25987e-05,-4.26523e-06,-4.26523e-06,1.93736e-05
624,2.19964e-05,-4.09001e-06,-4.09001e-06,1.95883e-05
625,2.21568e-05,-4.2284e-06,-4.2284e-06,1.93592e-05
626,2.20645e-05,-3.94005e-06,-3.94005e-06,1.95111e-05
627,2.22967e-05,-4.1398e-06,-4.1398e-06,1.92593e-05
628,2.21998e-05,-4.23572e-06,-4.23572e-06,1.92504e-05
629,2.18041e-05,-4.33802e-06,-4.33802e-06,1.93184e-05
630,2.21871e-05,-4.2624e-06,-4.2624e-06,1.98346e-05
631,2.1809e-05,-4.07866e-06,-4.07866e-06,1.93208e-05
632,2.20531e-05,-4.42582e-06,-4.42582e-06,1.93122e-05
633,2.21935e-05,-4.39049e-06,-4.39049e-06,1.94307e-05
634,2.19277e-05,-4.31912e-06,-4.31912e-06,1.9453e-05
635,2.2164e-05,-4.13864e-06,-4.13864e-06,1.92174e-05
636,2.21176e-05,-4.25826e-06,-4.25826e-06,1.94956e-05
637,2.18951e-05,-4.14966e-06,-4.14966e-06,1.93874e-05
638,2.20825e-05,-4.23194e-06,-4.23194e-06,1.94682e-05
639,2.21701e-05,-4.15494e-06,-4.15494e-06,1.94604e-05
640,2.19635e-05,-4.49789e-06,-4.49789e-06,1.91952e-05
641,2.19443e-05,-4.21399e-06,-4.21399e-06,1.97183e-05
642,2.21105e-05,-4.34791e-06,-4.34791e-06,1.95782e-05
643,2.23032e-05,-4.17508e-06,-4.17508e-06,1.93637e-05
644,2.19399e-05,-4.10988e-06,-4.10988e-06,1.92336e-05
645,2.24235e-05,-4.46656e-06,-4.46656e-06,1.94458e-05
646,2.21176e-05,-4.23417e-06,-4.23417e-06,1.92848e-05
647,2.23198e-05,-4.5274e-06,-4.5274e-06,1.94104e-05
648,2.22993e-05,-4.5515e-06,-4.5515e-06,1.94149e-05
649,2.2011e-05,-4.16319e-06,-4.16319e-06,1.92042e-05
650,2.23001e-05,-4.29299e-06,-4.29299e-06,1.93748e-05
651,2.19546e-05,-4.34688e-06,-4.34688e-06,1.91472e-05
652,2.19377e-05,-4.2439e-06,-4.2439e-06,1.89653e-05
653,2.22149e-05,-4.43786e-06,-4.43786e-06,1.9083e-05
654,2.22496e-05,-4.37119e-06,-4.37119e-06,1.91926e-05
655,2.1668e-05,-4.31171e-06,-4.31171e-06,1.92644e-05
656,2.21146e-05,-4.50837e-06,-4.50837e-06,1.92245e-05
657,2.18153e-05,-4.37184e-06,-4.37184e-06,1.93109e-05
658,2.21429e-05,-4.38808e-06,-4.38808e-06,1.93327e-05
659,2.21604e-05,-4.49886e-06,-4.49886e-06,1.91374e-05
660,2.19652e-05,-4.65835e-06,-4.65835e-06,1.91618e-05
661,2.2113e-05,-4.37561e-06,-4.37561e-06,1.93556e-05
662,2.19381e-05,-4.3378e-06,-4.3378e-06,1.91412e-05
663,2.17699e-05,-4.59206e-06,-4.59206e-06,1.93774e-05
664,2.2559e-05,-4.45788e-06,-4.45788e-06,1.89376e-05
665,2.18978e-05,-4.42245e-06,-4.42245e-06,1.92729e-05
666,2.17986e-05,-4.51198e-06,-4.51198e-06,1.94997e-05
667,2.20109e-05,-4.66002e-06,-4.66002e-06,1.91958e-05
668,2.22695e-05,-4.64162e-06,-4.64162e-06,1.91893e-05
669,2.20217e-05,-4.67655e-06,-4.67655e-06,1.89913e-05
670,2.17908e-05,-4.31754e-06,-4.31754e-06,1.88881e-05
671,2.22407e-05,-4.58006e-06,-4.58006e-06,1.93264e-05
672,2.17979e-05,-4.3042e-06,-4.3042e-06,1.91449e-05
673,2.16731e-05,-4.5567e-06,-4.5567e-06,1.93902e-05
674,2.20209e-05,-4.55334e-06,-4.55334e-06,1.93848e-05
675,2.25288e-05,-4.75464e-06,-4.75464e-06,1.94633e-05
676,2.18849e-05,-4.56883e-06,-4.56883e-06,1.88216e-05
677,2.15436e-05,-4.56729e-06,-4.56729e-06,1.88102e-05
678,2.19613e-05,-4.71428e-06,-4.71428e-06,1.92776e-05
679,2.15708e-05,-4.32745e-06,-4.32745e-06,1.87302e-05
680,2.22087e-05,-4.7159e-06,-4.7159e-06,1.90735e-05
681,2.22077e-05,-4.58669e-06,-4.58669e-06,1.91584e-05
682,2.18047e-05,-4.47127e-06,-4.47127e-06,1.93044e-05
683,2.17102e-05,-4.49573e-06,-4.49573e-06,1.89033e-05
684,2.18202e-05,-4.6469e-06,-4.6469e-06,1.90719e-05
685,2.19211e-05,-4.74938e-06,-4.74938e-06,1.91717e-05
686,2.20538e-05,-4.5842e-06,-4.5842e-06,1.92366e-05
687,2.2285e-05,-4.59987e-06,-4.59987e-06,1.90395e-05
688,2.21518e-05,-4.65865e-06,-4.65865e-06,1.8917e-05
689,2.19868e-05,-4.56113e-06,-4.56113e-06,1.9395e-05
690,2.18732e-05,-4.44527e-06,-4.44527e-06,1.8794e-05
691,2.19941e-05,-4.76368e-06,-4.76368e-06,1.91174e-05
692,2.20762e-05,-4.78257e-06,-4.78257e-06,1.89739e-05
693,2.17778e-05,-4.6055e-06,-4.6055e-06,1.89975e-05
694,2.19149e-05,-4.47774e-06,-4.47774e-06,1.87994e-05
695,2.17716e-05,-4.74262e-06,-4.74262e-06,1.87014e-05
696,2.21665e-05,-4.86439e-06,-4.86439e-06,1.88256e-05
697,2.1725e-05,-4.51863e-06,-4.51863e-06,1.92622e-05
698,2.19037e-05,-4.54172e-06,-4.54172e-06,1.88564e-05
699,2.22102e-05,-4.76907e-06,-4.76907e-06,1.87721e-05
700,2.1982e-05,-4.7791e-06,-4.7791e-06,1.8927e-05
701,2.16997e-05,-4.50379e-06,-4.50379e-06,1.87599e-05
702,2.18995e-05,-4.80232e-06,-4.80232e-06,1.89274e-05
703,2.21364e-05,-4.96222e-06,-4.96222e-06,1.89117e-05
704,2.21869e-05,-4.85448e-06,-4.85448e-06,1.89553e-05
705,2.16619e-05,-4.63939e-06,-4.63939e-06,1.91291e-05
706,2.21035e-05,-4.79873e-06,-4.79873e-06,1.90852e-05
707,2.1872e-05,-4.62058e-06,-4.62058e-06,1.89651e-05
708,2.1832e-05,-4.62187e-06,-4.62187e-06,1.87159e-05
709,2.21085e-05,-4.73561e-06,-4.73561e-06,1.87417e-05
710,2.18005e-05,-4.63131e-06,-4.63131e-06,1.87616e-05
711,2.17507e-05,-4.63897e-06,-4.63897e-06,1.87455e-05
712,2.24844e-05,-4.77583e-06,-4.77583e-06,1.84461e-05
713,2.18617e-05,-4.83205e-06,-4.83205e-06,1.89404e-05
714,2.20024e-05,-4.86011e-06,-4.86011e-06,1.86532e-05
715,2.18604e-05,-4.4849e-06,-4.4849e-06,1.90719e-05
716,2.21435e-05,-4.93323e-06,-4.93323e-06,1.87033e-05
717,2.22189e-05,-4.97532e-06,-4.97532e-06,1.91475e-05
718,2.20882e-05,-4.59773e-06,-4.59773e-06,1.89245e-05
719,2.13008e-05,-4.57757e-06,-4.57757e-06,1.87655e-05
720,2.19365e-05,-4.79565e-06,-4.79565e-06,1.89758e-05
721,2.19651e-05,-4.8322e-06,-4.8322e-06,1.87376e-05
722,2.18501e-05,-4.65912e-06,-4.65912e-06,1.85308e-05
723,2.17581e-05,-4.52318e-06,-4.52318e-06,1.86152e-05
724,2.19638e-05,-4.96469e-06,-4.96469e-06,1.87147e-05
725,2.18513e-05,-4.69774e-06,-4.69774e-06,1.84471e-05
726,2.20393e-05,-4.75289e-06,-4.75289e-06,1.86918e-05
727,2.18154e-05,-4.82972e-06,-4.82972e-06,1.87922e-05
728,2.20452e-05,-5.0781e-06,-5.0781e-06,1.88857e-05
729,2.19612e-05,-4.60257e-06,-4.60257e-06,1.86248e-05
730,2.20888e-05,-4.8929e-06,-4.8929e-06,1.89011e-05
